7368 2 
1,52,
100,100,
0.38,0.39,
100,100,
0.19,0.17,
100,100,
0.42,0.2,
100,100,
0.19,0.19,
100,100,
0.14,0.05,
100,100,
0.29,0.22,
100,100,
0.27,0.15,
100,100,
0.18,0.18,
100,100,
0.14,0.09,
100,100,
0.12,0.13,
100,100,
0.07,0.08,
100,100,
0.14,0.15,
100,100,
0.27,0.13,
100,100,
0.27,0.15,
100,100,
0.37,0.22,
100,100,
0.14,0.14,
100,100,
0.22,0.04,
100,100,
0.12,0.12,
100,100,
0.03,0.01,
100,100,
0.17,0.14,
100,100,
0.14,0.13,
100,100,
0.14,0.16,
100,100,
0.18,0.19,
100,100,
0.15,0.13,
100,100,
0.11,0.13,
100,100,
0.12,0.12,
100,100,
0.21,0.26,
100,100,
0.11,0.12,
100,100,
0.19,0.19,
100,100,
0.13,0.16,
100,100,
0.11,0.12,
100,100,
0.38,0.17,
100,100,
0.09,0.12,
100,100,
0.31,0.19,
100,100,
0.26,0.18,
100,100,
0.19,0.21,
100,100,
0.1,0.11,
100,100,
0.07,0.06,
100,100,
0.15,0.14,
100,100,
0.1,0.06,
100,100,
0.21,0.27,
100,100,
0.11,0.14,
100,100,
0.14,0.15,
100,100,
0.08,0.1,
100,100,
0.09,0.13,
100,100,
0.1,0.11,
100,100,
0.09,0.12,
100,100,
0.2,0.18,
100,100,
0.21,0.23,
100,100,
0.11,0.12,
100,100,
0.16,0.17,
100,100,
0.09,0.08,
100,100,
0.23,0.22,
100,100,
0.2,0.22,
100,100,
0.24,0.14,
100,100,
0.13,0.14,
100,100,
0.21,0.21,
100,100,
0.12,0.15,
100,100,
0.25,0.27,
100,100,
0.18,0.18,
100,100,
0.19,0.22,
100,100,
0.1,0.09,
100,100,
0.14,0.14,
100,100,
0.2,0.22,
100,100,
0.08,0.08,
100,100,
0.21,0.25,
100,100,
0.12,0.16,
100,100,
0.18,0.22,
100,100,
0.14,0.17,
100,100,
0.2,0.18,
100,100,
0.12,0.15,
100,100,
