Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.000236192	0.000882613	0	0	138.875	0
0.000196136	0.000196136	0	0	185	0
0.000392272	0.000392272	0	0	185	0
-6.4937e-05	9.80681e-05	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.000784544	0.000784544	0	0	158	0
0.000392272	0.000392272	0	0	185	0
0.000686476	0.000686476	0	0	158	0
0.000686476	0.000686476	0	0	173	0
0.000392272	0.000392272	0	0	185	0
0.000392272	0.000392272	0	0	185	0
0.00049034	0.00049034	0	0	185	0
0.00117682	0.00117682	0	0	158	0
0.000577201	0.000577201	0	0	194	0
0.000392272	0.000392272	0	0	185	0
0.00049034	0.00049034	0	0	185	0
0.000882613	0.000882613	0	0	185	0
0.000588408	0.000588408	0	0	164.429	0
0.000686476	0.000686476	0	0	158	0
0.00107875	0.00107875	0	0	173	0
0.000392272	0.000392272	0	0	185	0
0.00430164	0.00420276	0	0	77.2553	0
0.000784544	0.000784544	0	0	173.375	0
0.000392272	0.000392272	0	0	185	0
0.000179393	0.000229267	0	0	185	0
