Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.00382465	0.00382465	0	0	66.0971	0
0.00294204	0.00294204	0	0	87.3388	0
0.00647249	0.00647249	0	0	45.6234	0
0.000784544	0.000784544	0	0	179.833	0
0.00225557	0.00225557	0	0	110.714	0
0.00853192	0.00853192	0	0	30.8968	0
0.00294204	0.00294204	0	0	91.0552	0
0.00343238	0.00343238	0	0	108.923	0
0.00441306	0.00441306	0	0	70.8889	0
0.00764931	0.00764931	0	0	34.2129	0
0.00823772	0.00823772	0	0	32.6539	0
0.00509954	0.00509954	0	0	69.0605	0
0.00333431	0.00333431	0	0	92.1429	0
0.00568795	0.00568795	0	0	52.2527	0
0.00333431	0.00333431	0	0	110.919	0
0.00225557	0.00225557	0	0	132.938	0
0.00411886	0.00411886	0	0	74.1667	0
0.00431499	0.00431499	0	0	60.8192	0
0.00117682	0.00117682	0	0	140.692	0
0.00264784	0.00264784	0	0	112.357	0
0.00637442	0.00637442	0	0	44.0909	0
0.00549181	0.00549181	0	0	51.2302	0
0.00431499	0.00431499	0	0	59.619	0
0.00411886	0.00411886	0	0	60.4329	0
0.00304011	0.00304011	0	0	87.4786	0
0.00235363	0.00235363	0	0	121.375	0
0.00411886	0.00411886	0	0	76.4167	0
0.00225557	0.00225557	0	0	148.944	0
0.00539374	0.00539374	0	0	47.5476	0
0.00137295	0.00137295	0	0	165.071	0
0.00578602	0.00578602	0	0	48.6337	0
0.00470727	0.00470727	0	0	53.1836	0
0.00156909	0.00156909	0	0	148.556	0
0.00470727	0.00470727	0	0	62.2475	0
0.00872806	0.00872806	0	0	30.7786	0
0.0024517	0.0024517	0	0	101.197	0
0.00598215	0.00598215	0	0	47.7121	0
0.00392272	0.00392272	0	0	79.4643	0
0.00284397	0.00284397	0	0	83.6407	0
0.00372659	0.00372659	0	0	110.958	0
0.00588408	0.00588408	0	0	45.8986	0
0.00578602	0.00578602	0	0	57.2459	0
0.00617829	0.00617829	0	0	45.6975	0
0.00304011	0.00304011	0	0	90.8654	0
0.00539374	0.00539374	0	0	52.0328	0
0.00362852	0.00362852	0	0	72.9886	0
0.00196136	0.00196136	0	0	104.248	0
0.00637442	0.00637442	0	0	65.3047	0
0.00529568	0.00529568	0	0	47.6504	0
0.00411886	0.00411886	0	0	79.1871	0
0.00431499	0.00431499	0	0	58.4048	0
0.00166716	0.00166716	0	0	134.571	0
0.00509954	0.00509954	0	0	48.8041	0
0.00392272	0.00392272	0	0	78.7767	0
0.00519761	0.00519761	0	0	53.2143	0
0.00764931	0.00764931	0	0	34.1083	0
0.00411886	0.00411886	0	0	79.1818	0
0.00264784	0.00264784	0	0	126.846	0
0.00156909	0.00156909	0	0	122.299	0
0.0067667	0.0067667	0	0	46.3964	0
0.00284397	0.00284397	0	0	109.667	0
0.00323625	0.00323625	0	0	110.635	0
0.00608022	0.00608022	0	0	47.1944	0
0.00304011	0.00304011	0	0	95.4881	0
0.0021575	0.0021575	0	0	123.222	0
0.00608022	0.00608022	0	0	51.6015	0
0.00392272	0.00392272	0	0	65.1099	0
0.00205943	0.00205943	0	0	115.625	0
0.00558988	0.00558988	0	0	59.1958	0
0.00411886	0.00411886	0	0	62.4089	0
0.00176523	0.00176523	0	0	165.071	0
0.00402079	0.00402079	0	0	105.19	0
0.00529568	0.00529568	0	0	56.1707	0
0.0049034	0.0049034	0	0	54.7571	0
0.00147102	0.00147102	0	0	165.071	0
0.00235363	0.00235363	0	0	120.344	0
0.00254977	0.00254977	0	0	103.486	0
0.00411886	0.00411886	0	0	65.0306	0
0.0024517	0.0024517	0	0	96.5556	0
0.00411886	0.00411886	0	0	66.5534	0
0.00156909	0.00156909	0	0	140.692	0
0.00480533	0.00480533	0	0	54.65	0
0.00382465	0.00382465	0	0	65.6316	0
0.00382465	0.00382465	0	0	65.2088	0
0.00421693	0.00421693	0	0	62.4024	0
0.00323625	0.00323625	0	0	78.817	0
0.00431499	0.00431499	0	0	65.1894	0
0.00254977	0.00254977	0	0	118.96	0
0.00411886	0.00411886	0	0	104.457	0
0.00509954	0.00509954	0	0	57.1305	0
0.00294204	0.00294204	0	0	97.2024	0
0.00264784	0.00264784	0	0	121.722	0
0.00509954	0.00509954	0	0	53.3732	0
0.000784544	0.000784544	0	0	153	0
0.00588408	0.00588408	0	0	43.1905	0
0.00608022	0.00608022	0	0	73.167	0
0.00470727	0.00470727	0	0	102.379	0
0.00323625	0.00323625	0	0	79.1958	0
0.0049034	0.0049034	0	0	62.6389	0
0.00470727	0.00470727	0	0	53.3983	0
0.00205943	0.00205943	0	0	127.644	0
0.00343238	0.00343238	0	0	76.0365	0
0.00313818	0.00313818	0	0	80.1894	0
0.00313818	0.00313818	0	0	80.1894	0
0.0070609	0.0070609	0	0	44.5159	0
0.00304011	0.00304011	0	0	108.451	0
0.00235363	0.00235363	0	0	118.09	0
0.00402079	0.00402079	0	0	63.4025	0
0.00715897	0.00715897	0	0	78.8692	0
0.00509954	0.00509954	0	0	52.3081	0
0.000784544	0.000784544	0	0	153	0
0.00323625	0.00323625	0	0	82.1465	0
0.00284397	0.00284397	0	0	114.833	0
0.00480533	0.00480533	0	0	55.5462	0
0.0021575	0.0021575	0	0	104.75	0
0.00392272	0.00392272	0	0	68.3442	0
0.00362852	0.00362852	0	0	108.25	0
0.00313818	0.00313818	0	0	84.1865	0
0.00392272	0.00392272	0	0	66.0897	0
0.00647249	0.00647249	0	0	43.521	0
0.00333431	0.00333431	0	0	75.9037	0
0.00254977	0.00254977	0	0	103.486	0
0.00235363	0.00235363	0	0	120.344	0
0.00362852	0.00362852	0	0	77.4786	0
0.00362852	0.00362852	0	0	77.4786	0
0.00392272	0.00392272	0	0	100.96	0
0.00176523	0.00176523	0	0	112.25	0
0.00264784	0.00264784	0	0	109.556	0
0.00509954	0.00509954	0	0	50.9647	0
0.00382465	0.00382465	0	0	65.9615	0
0.00254977	0.00254977	0	0	117.417	0
0.00637442	0.00637442	0	0	42.5725	0
0.00441306	0.00441306	0	0	77.7547	0
0.00500147	0.00500147	0	0	103.697	0
0.0046092	0.0046092	0	0	58.3688	0
0.00549181	0.00549181	0	0	47.7288	0
0.000784544	0.000784544	0	0	154.25	0
0.00156909	0.00156909	0	0	165.923	0
0.00254977	0.00254977	0	0	117.417	0
0.00666863	0.00666863	0	0	40.7319	0
0.00617829	0.00617829	0	0	44.7142	0
0.00411886	0.00411886	0	0	76.4167	0
0.00451113	0.00451113	0	0	56.614	0
0.00333431	0.00333431	0	0	80.8229	0
0.00509954	0.00509954	0	0	55.2051	0
0.0024517	0.0024517	0	0	117.238	0
0.00284397	0.00284397	0	0	113.864	0
0.00588408	0.00588408	0	0	45.6089	0
0.00745317	0.00745317	0	0	38.0647	0
0.00568795	0.00568795	0	0	55.0882	0
0.00617829	0.00617829	0	0	48.9732	0
0.0067667	0.0067667	0	0	45.1752	0
0.00264784	0.00264784	0	0	118.96	0
0.00294204	0.00294204	0	0	91.0552	0
0.0049034	0.0049034	0	0	61.0828	0
0.00431499	0.00431499	0	0	103.975	0
0.00147102	0.00147102	0	0	142.625	0
0.00804158	0.00804158	0	0	32.2173	0
0.0021575	0.0021575	0	0	131.646	0
0.00343238	0.00343238	0	0	89.4127	0
0.00529568	0.00529568	0	0	48.8875	0
0.00519761	0.00519761	0	0	60.4458	0
0.00519761	0.00519761	0	0	66.0987	0
0.00333431	0.00333431	0	0	75.3636	0
0.00539374	0.00539374	0	0	48.2353	0
0.00205943	0.00205943	0	0	102.27	0
0.00500147	0.00500147	0	0	50.948	0
0.00421693	0.00421693	0	0	106.679	0
0.00235363	0.00235363	0	0	102.778	0
0.0049034	0.0049034	0	0	54.6254	0
0.00470727	0.00470727	0	0	61.9602	0
0.00205943	0.00205943	0	0	106.25	0
0.00764931	0.00764931	0	0	34.4508	0
0.0067667	0.0067667	0	0	101.018	0
0.00451113	0.00451113	0	0	57.9206	0
0.00353045	0.00353045	0	0	71.1538	0
0.00372659	0.00372659	0	0	66.9231	0
