Fsi	Fsd	Fsi_l	Fsd_l	tl	th
0.00568795	0.00568795	0	0	48.8246	0
0.000686476	0.000686476	0	0	158	0
0.00593078	0.0067667	0	0	32.4119	0
0.00362852	0.00362852	0	0	67.9423	0
0.00372659	0.00372659	0	0	70.8442	0
0.00627636	0.00627636	0	0	47.0208	0
0.00480533	0.00480533	0	0	61.6775	0
0.000784544	0.000784544	0	0	171.222	0
0.00500147	0.00500147	0	0	52.8048	0
0.00362852	0.00362852	0	0	72.3463	0
0.0021575	0.0021575	0	0	126.65	0
0.00402079	0.00402079	0	0	79.315	0
0.00294204	0.00294204	0	0	113.51	0
0.00431499	0.00431499	0	0	62.7355	0
0.00902226	0.00902226	0	0	28.6339	0
0.00107875	0.00107875	0	0	168.091	0
0.00715897	0.00715897	0	0	35.6718	0
0.0046092	0.0046092	0	0	86.3819	0
0.00343238	0.00343238	0	0	103.389	0
0.00274591	0.00274591	0	0	95.3409	0
0.00549181	0.00549181	0	0	48.6361	0
0.0021575	0.0021575	0	0	104.75	0
0.0067667	0.0067667	0	0	38.6844	0
0.00647249	0.00647249	0	0	52.6347	0
0.00392272	0.00392272	0	0	68.3442	0
0.00382465	0.00382465	0	0	69.7218	0
0.00509954	0.00509954	0	0	59.8174	0
0.00431499	0.00431499	0	0	99.7789	0
0.00304011	0.00304011	0	0	86.1645	0
0.00500147	0.00500147	0	0	50.948	0
0.00568795	0.00568795	0	0	48.8016	0
0.00647249	0.00647249	0	0	39.3173	0
0.00451113	0.00451113	0	0	58.4444	0
0.00451113	0.00451113	0	0	59.6035	0
0.0021575	0.0021575	0	0	124.917	0
0.0046092	0.0046092	0	0	63.2261	0
0.00470727	0.00470727	0	0	62.1903	0
0.00451113	0.00451113	0	0	59.0147	0
0.00264784	0.00264784	0	0	116.423	0
0.00931647	0.00931647	0	0	28.3712	0
0.00362852	0.00362852	0	0	72.9886	0
0.00588408	0.00588408	0	0	43.1349	0
0.00519761	0.00519761	0	0	51.5966	0
0.00372659	0.00372659	0	0	68.0495	0
0.00617829	0.00617829	0	0	48.9732	0
0.00353045	0.00353045	0	0	78.4722	0
0.00549181	0.00549181	0	0	47.7288	0
0.00254977	0.00254977	0	0	103.486	0
0.00294204	0.00294204	0	0	107.958	0
0.00137295	0.00137295	0	0	127.984	0
0.00617829	0.00617829	0	0	43.3495	0
0.00333431	0.00333431	0	0	74.4551	0
0.00480533	0.00480533	0	0	54.8918	0
0.00392272	0.00392272	0	0	64.4551	0
0.00647249	0.00647249	0	0	41.4815	0
0.00225557	0.00225557	0	0	121.805	0
0.00362852	0.00362852	0	0	102.936	0
0.00264784	0.00264784	0	0	92.6229	0
0.0067667	0.0067667	0	0	39.1201	0
0.00156909	0.00156909	0	0	150.476	0
0.00617829	0.00617829	0	0	43.6694	0
0	0	0	0	185	0
0.00451113	0.00451113	0	0	59.0147	0
0.00598215	0.00598215	0	0	44.5587	0
0.00392272	0.00392272	0	0	65.9583	0
0.00196136	0.00196136	0	0	124.579	0
0.00333431	0.00333431	0	0	75.3636	0
0.00558988	0.00558988	0	0	48.0823	0
0.00333431	0.00333431	0	0	76.1888	0
0.00588408	0.00588408	0	0	44.6121	0
0.000784544	0.000784544	0	0	148.556	0
0.00558988	0.00558988	0	0	48.0823	0
0.012943	0.0130431	0	0	33.3323	2.93012
0.00333431	0.00333431	0	0	76.0897	0
0.0163271	0.0164659	0	0	13.8529	0.92281
0.00304011	0.00304011	0	0	82.9167	0
0.00294204	0.00294204	0	0	109.021	0
0.00519761	0.00519761	0	0	49.4573	0
0.00411886	0.00411886	0	0	62.4089	0
0.00568795	0.00568795	0	0	46.6755	0
0.00382465	0.00382465	0	0	95.9086	0
0.00784544	0.00784544	0	0	33.8274	0
0.00254977	0.00254977	0	0	98.4722	0
0.00137295	0.00137295	0	0	142.625	0
0.00284397	0.00284397	0	0	98.3766	0
0.00343238	0.00343238	0	0	73.4615	0
0.00529568	0.00529568	0	0	56.1111	0
0.00441306	0.00441306	0	0	61.6429	0
0.00225557	0.00225557	0	0	126.915	0
0.00264784	0.00264784	0	0	120.399	0
